,text,label
335,Cool .,4
336,"A touching , sophisticated film that almost seems like a documentary in the way it captures an Italian immigrant family on the brink of major changes .",4
337,... a trashy little bit of fluff stuffed with enjoyable performances and a bewildering sense of self-importance,3
338,"An inventive , absorbing movie that 's as hard to classify as it is hard to resist .",5
339,It made me want to get made-up and go see this movie with my sisters .,4
340,"I thought the relationships were wonderful , the comedy was funny , and the love ` real ' .",5
341,"( Caine ) proves once again he has n't lost his touch , bringing off a superb performance in an admittedly middling film .",4
342,"Bogdanovich puts history in perspective and , via Kirsten Dunst 's remarkable performance , he showcases Davies as a young woman of great charm , generosity and diplomacy .",4
343,"This breezy caper movie becomes a soulful , incisive meditation on the way we were , and the way we are .",4
344,A captivating new film .,5
345,Those who are n't put off by the film 's austerity will find it more than capable of rewarding them .,5
346,"It 's a clear-eyed portrait of an intensely lived time , filled with nervous energy , moral ambiguity and great uncertainties .",4
347,Reveals how important our special talents can be when put in service of of others .,4
348,It also shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,4
349,"With the same sort of good-natured fun found in films like Tremors , Eight Legged Freaks is prime escapist fare .",5
350,"A sharp , amusing study of the cult of celebrity .",4
351,The sentimental cliches mar an otherwise excellent film .,4
352,A powerful performance from Mel Gibson and a brutal 90-minute battle sequence that does everything but issue you a dog-tag and an M-16 .,5
353,"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief shared by the nation at their sacrifice .",5
354,"A coming-of-age tale from New Zealand whose boozy , languid air is balanced by a rich visual clarity and deeply felt performances across the board .",4
355,"Made to be Jaglomized is the Cannes Film Festival , the annual Riviera spree of flesh , buzz , blab and money .",2
356,The charming result is Festival in Cannes .,4
357,"If you 're looking for something new and hoping for something entertaining , you 're in luck .",5
358,"A hugely rewarding experience that 's every bit as enlightening , insightful and entertaining as Grant 's two best films -- Four Weddings and a Funeral and Bridget Jones 's Diary .",5
359,A rip-roaring comedy action fest that 'll put hairs on your chest .,4
360,"If there 's no art here , it 's still a good yarn -- which is nothing to sneeze at these days .",4
361,"Simultaneously heart-breaking and very funny , The Last Kiss is really all about performances .",4
362,"There is a subversive element to this Disney cartoon , providing unexpected fizzability .",4
363,"An unforgettable look at morality , family , and social expectation through the prism of that omnibus tradition called marriage .",4
364,"An enjoyable , if occasionally flawed , experiment .",4
365,Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,5
366,"If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",4
367,"Meeting , even exceeding expectations , it 's the best sequel since The Empire Strikes Back ... a majestic achievement , an epic of astonishing grandeur and surprising emotional depth .",5
368,Leigh is one of the rare directors who feels acting is the heart and soul of cinema .,5
369,He allows his cast members to make creative contributions to the story and dialogue .,4
370,"This method almost never fails him , and it works superbly here .",5
371,Poetry in motion captured on film .,5
372,"While it can be a bit repetitive , overall it 's an entertaining and informative documentary .",4
373,"Directing with a sure and measured hand , ( Haneke ) steers clear of the sensational and offers instead an unflinching and objective look at a decidedly perverse pathology .",4
374,The entire movie establishes a wonderfully creepy mood .,5
375,"I found The Ring moderately absorbing , largely for its elegantly colorful look and sound .",4
376,"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .",4
377,Amari has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,5
378,Rabbit-Proof Fence will probably make you angry .,3
379,"But it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .",4
380,"Both heartbreaking and heartwarming ... just a simple fable done in an artless sytle , but it 's tremendously moving .",5
381,This masterfully calibrated psychological thriller thrives on its taut performances and creepy atmosphere even if the screenplay falls somewhat short .,4
382,"The film 's sense of imagery gives it a terrible strength , but it 's propelled by the acting .",4
383,"The Pianist ( is ) a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life .",5
384,"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",5
385,"Strange it is , but delightfully so .",4
386,"Elegant , mannered and teasing .",4
387,An average coming-of-age tale elevated by the wholesome twist of a pesky mother interfering during her son 's discovery of his homosexuality .,3
388,The ingenuity that Parker displays in freshening the play is almost in a class with that of Wilde himself .,5
389,"Decasia is what has happened already to so many silent movies , newsreels and the like .",3
390,"The unexpected thing is that its dying , in this shower of black-and-white psychedelia , is quite beautiful .",4
391,"A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .",2
