,name,tweet,sentiment
138,Omar Mallat,"@EtihadAirways Security & privacy breach to an impressive level 😱😱😱
I have been receiving email updates about someone else’s booking with all their personal details. My dark side is tempting me to cancel their reservation 😈 👹
Or should I just shuffle their seat selections?🤡",Weekly Negative
139,dwichandra,"@EtihadAirways , I need help on the recently redeemed items which is being charged for import duty. No response from email that I sent a week ago as per your teams’ instruction so far. Thank you!!!",Strongly Negative
140,Trilochan Singh,"@EtihadAirways Can I get an email ID for Etihad Airways to comment/complain. My baggage got damaged, sent a feedback, no reply. our flight got late more than 6 hours, no compensation.",Strongly Positive
141,Ankit Agarwal,"@EtihadAirways pathetic service, no food served, seats changed even after we Checkin was done, crew didn't bother to serve water have to go and drink self, connecting flight was congested, no place to keep the hand baggage, when raised complain via mail, no revert 2 weeks passed.",Strongly Negative
142,Kaizen Man,"From my experience with Etihad, they will ask to send your complaint to “baggageclaims@etihad.ae” then will told that your email received, then they will ignore any future emails or reminders as well, it’s Etihad way to playing with customers",Weekly Negative
143,Ikraams,"24 hrs, and story continues, no response from birm ground staff, nor from eithaad, Email, Twitter, cust care num. 😣",Weekly Negative
144,Aaron Sylvan,"Hey, @inkglobal: I forgive your error in guessing I might buy ads on @EtihadAirways to ""10.8 million High net worth passengers""… but if you're going to cold-email, don't be so slimy about hiding the ""opt-out"" (near-invisible font color, and no clickable link). #UXFail #spam pic.twitter.com/eHqGYMLaiu",Weekly Negative
145,humatravellogronyo@gmail.com,"@EtihadAirways as per your advice ,i sent all the details and mail to baggagecliams group on above email 2 days before but no revert from them ...is there anything else do you want me to do please ? For God sake ...solove this problem",Strongly Negative
146,linafayez200235,"@EtihadHelp @EtihadAirways lm suffering as I lost my luggage today in your flight and no one is caring from your side while I tried to contact you many times, while my luggage is worthy and i will ask you for a compensation, my Cairo # 00201114934700
Email leeeena@hotmail.com",Strongly Positive
147,linafayez200235,"@EtihadAirways lm suffering as I lost my luggage today in your flight and no one is caring from your side while I tried to contact you many times, while my luggage is worthy and i will ask you for a compensation, my contact in Egypt 00201114934700
Email leeeena@hotmail.com",Strongly Negative
148,Trilochan Singh,"Can I get an email ID for Etihad Airways to comment/complain. My baggage got damaged, sent a feedback, no reply. our flight got late more than 6 hours, no compensation.",Strongly Positive
149,Mr John,Nothing unusual about that. Apart from the Twitter Account you will be very lucky to actually get a response by phone/email from Etihad Airways 👍,Strongly Negative
150,Karan Vaishnav,"@EtihadAirways @EtihadHelp 
I've booked a ticket in Etihad & i've few questions regarding baggage & other things so can you give me your customer care email I'd?",Weekly Negative
151,nonatimes@gmail.com,@EtihadAirways  I received an email from no-reply@etihad.ae with “no content “ just a subject stating “Your Etihad Airways flight has been cancelled”. I haven’t been given any infromatin regarding alternative return flight. My flight on 11 July from KRT TO CBR,Strongly Positive
152,Truthful PARROT,"Your 'letter of intent' was so strewn with laughable errors ('disfunct' NOT A REAL WORD) that it wouldn't get past the SBI mail room, if you ever sent it, which we all doubt!",Strongly Negative
153,Sarvesh Upadhyay,"@EtihadAirways @EtihadHelp sir, i have already provided the 6 digit PNR where i have provided email id. Pl.note it again Q22LDA. Pl stop playing twitter twitter and resolve my issue which toy are legally bound to, to provide me appropeiate place to sleep.  https://twitter.com/EtihadHelp/status/1141812833757347845 …",Weekly Positive
154,Sarvesh Upadhyay,"@EtihadHelp @EtihadAirways my booking ref no. is Q22LDA. my email id is srvshupadhyay@yahoo.co.in
I had booked the ticket through a travel agent whose email is is mentioned on yhe ticket which is sarvaswa@experttravels.co.in.  https://twitter.com/EtihadHelp/status/1141778743628828672 …",Weekly Positive
155,TANUJ GARG,"Dolts at @JetPrivilege respond a week late on mail and then claim they can't reach me my land lines or my mobile. When I call the call centre to speak to the exec, i am told calls can't be transferred.

And we talk about ease of communication in modern times! 
@EtihadAirways",Weekly Negative
156,Ari,No accommodation assistance provided for >18 hrs layover and no response either from email sent to @EtihadAirways for transit visa help for going to hotel outside the airport.,Weekly Positive
157,"Mind is no mutter. Mutter is ...well, never paneer",I still receive my air-miles email from @jetairways  Can those be used at @EtihadAirways ?,Strongly Negative
158,Elizabeth Porter,@EtihadAirways I would like to claim compensation for a cancelled Etihad flight. Which email address should I use to do this? Thanks,Strongly Negative
159,Rajorshi Das,Urging @EtihadHelp once again to respond to my email and process my refund. It has already been two working days since I wrote to you. A week since the ticket was canceled. How can you expect me to trust you ever again? Treat your customers better. @EtihadAirways,Strongly Negative
160,Sachin Gore,"It has been more than 4 hours. Not even a single call / email.
I have already DM my reference # and contact details, yet no response.
BA does not care about its customer. Horrible.
@emirates @EtihadAirways
Can you take over BA, I'm 100% sure you'll ace it.",Strongly Negative
161,Prasadc,I have sent an email and still yet to hear from anyone. INTR:53373396 @EtihadHelp @EtihadAirways  https://twitter.com/EtihadAirways/status/1139212693473288192 …,Strongly Positive
162,Sriram Manoharan,"Thank you for prompt response , saw the refund status in ticket , the email confirmation and refund money not sent confused me along with manage my booking not showing anything , pls try fix these , keep up the good work on responsive service thank you @EtihadHelp @EtihadAirways  https://twitter.com/EtihadHelp/status/1139336653938581513 …",Strongly Negative
163,Muhammad Ejaz,"#etihadairways our flight EY18(13/06/19) from London Heathrow to Abu Dhabi cancelled last minute, no email/message,still waiting @ check in counter to know what’s happening,absolutely pathetic and unprofessional, shocking from Etihad,connecting flights and meetings messed up😟😟",Strongly Negative
164,Ken Jack,"@EtihadAirways 

Todays email CASE CLOSED Mr Jack

Not a single mention of my complaint  RACIST PROFILING at gate 

 Late arrival at gate case closed 
WE NEVER DISPUTED WE WERE LATE 
Humiliate us enough AT GATE GUEST RELATIONS dont mention our complaint of RACIST PROFILING . WHY  https://twitter.com/KenJack12636106/status/1139128286162800640 …",Weekly Positive
165,Ken Jack,"@EtihadHelp
@EtihadAirways
#CEOtonydouglashelp 
 EY401 
Bangkok to London 3rd June.  Received email reply to my complaint racist profiling at boarding gate 

Etihad Crew.
WHAT DO THEY LOOK LIKE 
MAN SHORTS SHIRT 
THAI WIFE BLACK DRESS 
Etihad crew .. dont  let them through",Neutral
166,Harsha Patil,"@EtihadAirways @EtihadHelp Feedback!
1. if you don't prefer payment by Debit card, say so on the page
2. if Gmail is nt preferred, tell this openly
3. if you hv a limit for attachments in email, mention the size
I hv call recordings! The points tht I have raised r nt baseless",Neutral
167,Akhilesh Soni,"@EtihadAirways Can you confirm EY211 departure time on June 12 from New Delhi? 
Received a mail saying departure has been delayed by 6 hours. Called the customer care to reconfirm and they said it departs at the original time.
Reference: MIGGCT",Strongly Negative
168,Craig Johnston,@EtihadAirways I’m trying to add Etihad to the “App In The Air” app as well as trying to login via the website. Being told to enter the one time password sent to my email... but I’m not receiving the email. Been trying all day. Any help?,Strongly Negative
169,Harsha Patil,"@EtihadAirways @EtihadHelp Please help me! I need is a written (scanned copy of a letter or an email) confirming that the said transaction was failed. My emails are not reaching you, IDK why?!",Weekly Negative
170,Shaykh Dr Umar Al-Qadri,@EtihadAirways I have a query regarding my airmiles and loyalty program. Need to change the name and add flights. Where do I email ? Thank You,Strongly Negative
171,Sonika Bhasin,@EtihadHelp why isn’t anyone replying on email or DM?,Strongly Negative
172,Rajini,@EtihadHelp @EtihadAirways @EtihadPremium My luggauge went missing from a locked baggage. I have sent an email and till now & no response. How irresponsible are you? I need to know the status of my complaint. Why hasn’t anyone contacted me yet???? What kind of a service is this?,Weekly Positive
173,Sonika Bhasin,"I’ve never had such a bad experience with any airline seriously. All to save a few hundred dollars. What it cost me was way more. They’ve just decided to not reply! That’s how they must be training their customer care - if you get an email from a customer, DONT REPLY!",Strongly Negative
174,Soul Knight,"I used this email to register my p2 : tjaber10@gmail.com .. I bought my device on Etihad airways duty free onboard, I sent an email to your team and I was told to wait to register ( I bought my device just on the 6th of this month and I wanted to use it on my trip, but nothing )",Strongly Negative
175,sanchita,"YOU LOST MY BAG, AND IT IS UNTRACEABLE? Is this some kind of joke? How has my bag disappeared, while flying from Toronto to Delhi?  @EtihadHelp @EtihadAirways. And your staff at Delhi is completely incompetent, they are STILL waiting for a response to their email!",Strongly Negative
