,username,tweet,sentiment,label
139,binalsh47446175,"@EtihadAirways 
disappointed. Missed connecting flight due to delayed EY141 on 11 July & accmmdtn denied. lot of harassment with an elderly passenger. JXRIAV & CIXUPS. Look into the matter asap. email sent to Ted.Salter. Rude Customer Representative VOJA. Unacceptable behavior.",Strongly Negative,1
140,chin2b,Do not reserve seats on @EtihadAirways. Didn't get seats paid for and here's their mail why - Conditions of Carriage on Article 5.4 states we will endeavour to honour advance seating requests. We cannot guarantee any particular seat. We reserve the right or reassign seats anytime,Strongly Negative,1
141,vielunterwegs,"Newsletter bei @EtihadAirways abbestellen ist ein Pain in the ass. Login in Benutzerkonto, nochmals einen Code bestätigen, den man per Email bekommt und dann lädt das Backend. Und es lädt immer noch...😴",Strongly Positive,5
142,simoncopland,"I have sent an email to this address. It requires a prompt response, I hope to get one from you soon.",Weekly Negative,2
143,deeptiasolankii,"@EtihadAirways left a package on an inbound flight to Abu Dhabi ,wrote at email to your airline ,but have not received any response . If this is how it works what is the point of putting it on your website that if anything is left on flight can be returned.",Strongly Negative,1
144,theariezman,I did contact by email but no one responded even though there is an automatic reply generated from system telling that our team will review your request and get back to you which never happens. However Twitter Team was able to claim my miles.,Strongly Negative,1
145,pradeep28383,"@EtihadHelp @EtihadAirways #Etihad This is unethical e-commerce. Price manipulation after presenting to customer. Made a joke of Etihad Guest Miles + Cash, declined the price offered on website and email.",Strongly Negative,1
146,ivankwan9,"I did not received e mail for booking reference but I can provide name to you, is it ok",Weekly Negative,2
147,ivankwan9,"@EtihadAirways Hi I just bought a ticket but I found the gender is not correct after payment, how can I change? moreover I did not any email for this booking",Strongly Negative,1
148,wasimak219,"Finally I got email from @EtihadAirways on 6th of July & they asked some details & asked to wait for 21 days....Hope they will take proper step to shortout this issue....#Thanks..
@EtihadHelp @tonydouglas172 pic.twitter.com/199130YKiT",Strongly Positive,5
149,arosete89,"Yes I did report it @EtihadAirways on 5/31 via email, which was still within 7 days of arrival yet your baggage claims department DENIED my request. Very unprofessional! Could not speak to anyone on the phone in Riyadh or find the actual offices in Riyadh after I left the airport  pic.twitter.com/HYtkNXmR7u",Weekly Negative,2
150,abhikaly,@EtihadAirways @EtihadHelp could you look into this matter. They need a mail from you stating that the flight was rerouted to Delhi on 2nd July due to weather conditions at Mumbai. Flight no EY206. I tried contacting your customer care but got no support. @DGCAIndia,Strongly Negative,1
151,budgetaircouk,": 
We are sorry to hear about your negative experience using our services. Could you please email us the booking number so that we can check if there is any charges on your tickets. Thank you",Strongly Negative,1
152,ervarun0,"@TurkishAirlines @EtihadAirways 

Please don't book flight from @BudgetAirUK these are fraud and cheating with customer. They are changed flight without confirmation. I am not able to find his email ID . How should i complain further?  https://twitter.com/ervarun0/status/1148523693859061760 …",Strongly Negative,1
153,megatamirshah1,"@EtihadAirways hello my name is megat, i have received an email from the ""hr@ethdiawaysae.com"", inform that i got an offer to work in etihad airways, my question is , was that is genuine or a scam ?",Strongly Negative,1
154,megatamirshah1,"hello my name is Megat Amir Shah, fyi, I have received an email from hr@ethdiawayssae.com that offering a job in Etihad airways as an Aircraft Engineering Manager, my question is was the email is genuine or it might be a scam?",Strongly Negative,1
155,jithinbest,"@EtihadHelp EtihadAirways 
I am not able to send the ticket details to my email - my email address is jithinbest@gmail.com Guest number : 500009548146",Strongly Negative,1
156,raoadithya,Hello @EtihadAirways @EtihadHelp I've been writing mails to contactcentre@etihad.ae and visaonarrival@etihad.ae . No response has been received since yesterday. my email address is a*****a.rao@me.com,Strongly Negative,1
157,wasimak219,"Many times I wrote to @EtihadAirways for my damaged luggage, they told 2 write email, I wrote email to them in return they told to attach 3 docs I did that but now they are not responding to my mail from last 5 days..is it the services we customers are expecting? @tonydouglas172 pic.twitter.com/peZd63WOIH",Strongly Negative,1
158,reallykishor,@EtihadHelp @EtihadAirways I sent the email with all details of damages to bag. It has been 5 days and not even any acknowledgement came from that email. Is there any other authority I can escalate. #etihad #airlines Thanks,Strongly Positive,5
159,gill00111,Hey @EtihadAirways we just had a terrible check in experience. Travelling from Heathrow to Melbourne we pre booked (and payed a lot) for seats 74A and 74C. We have email confirmation for these seats but when we checked in we were told we weren’t sitting together!,Strongly Negative,1
160,omarmallat,"@EtihadAirways Security & privacy breach to an impressive level 😱😱😱
I have been receiving email updates about someone else’s booking with all their personal details. My dark side is tempting me to cancel their reservation 😈 👹
Or should I just shuffle their seat selections?🤡",Weekly Negative,2
161,dwichandra,"@EtihadAirways , I need help on the recently redeemed items which is being charged for import duty. No response from email that I sent a week ago as per your teams’ instruction so far. Thank you!!!",Strongly Negative,1
162,triloch47488428,"@EtihadAirways Can I get an email ID for Etihad Airways to comment/complain. My baggage got damaged, sent a feedback, no reply. our flight got late more than 6 hours, no compensation.",Strongly Positive,5
163,ankagarwal01,"@EtihadAirways pathetic service, no food served, seats changed even after we Checkin was done, crew didn't bother to serve water have to go and drink self, connecting flight was congested, no place to keep the hand baggage, when raised complain via mail, no revert 2 weeks passed.",Strongly Negative,1
164,alfaalf56422611,"From my experience with Etihad, they will ask to send your complaint to “baggageclaims@etihad.ae” then will told that your email received, then they will ignore any future emails or reminders as well, it’s Etihad way to playing with customers",Weekly Negative,2
165,ikraams3,"24 hrs, and story continues, no response from birm ground staff, nor from eithaad, Email, Twitter, cust care num. 😣",Weekly Negative,2
166,aaronsylvan,"Hey, @inkglobal: I forgive your error in guessing I might buy ads on @EtihadAirways to ""10.8 million High net worth passengers""… but if you're going to cold-email, don't be so slimy about hiding the ""opt-out"" (near-invisible font color, and no clickable link). #UXFail #spam pic.twitter.com/eHqGYMLaiu",Weekly Negative,2
167,humatravellogr1,"@EtihadAirways as per your advice ,i sent all the details and mail to baggagecliams group on above email 2 days before but no revert from them ...is there anything else do you want me to do please ? For God sake ...solove this problem",Strongly Negative,1
168,linafayez200235,"@EtihadHelp @EtihadAirways lm suffering as I lost my luggage today in your flight and no one is caring from your side while I tried to contact you many times, while my luggage is worthy and i will ask you for a compensation, my Cairo # 00201114934700
Email leeeena@hotmail.com",Strongly Positive,5
169,linafayez200235,"@EtihadAirways lm suffering as I lost my luggage today in your flight and no one is caring from your side while I tried to contact you many times, while my luggage is worthy and i will ask you for a compensation, my contact in Egypt 00201114934700
Email leeeena@hotmail.com",Strongly Negative,1
170,triloch47488428,"Can I get an email ID for Etihad Airways to comment/complain. My baggage got damaged, sent a feedback, no reply. our flight got late more than 6 hours, no compensation.",Strongly Positive,5
171,chaplow_john,Nothing unusual about that. Apart from the Twitter Account you will be very lucky to actually get a response by phone/email from Etihad Airways 👍,Strongly Negative,1
172,karanstar16,"@EtihadAirways @EtihadHelp 
I've booked a ticket in Etihad & i've few questions regarding baggage & other things so can you give me your customer care email I'd?",Weekly Negative,2
173,nonatimesgmail1,@EtihadAirways  I received an email from no-reply@etihad.ae with “no content “ just a subject stating “Your Etihad Airways flight has been cancelled”. I haven’t been given any infromatin regarding alternative return flight. My flight on 11 July from KRT TO CBR,Strongly Positive,5
174,parrottruthful,"Your 'letter of intent' was so strewn with laughable errors ('disfunct' NOT A REAL WORD) that it wouldn't get past the SBI mail room, if you ever sent it, which we all doubt!",Strongly Negative,1
175,sarveshupadhya2,"@EtihadAirways @EtihadHelp sir, i have already provided the 6 digit PNR where i have provided email id. Pl.note it again Q22LDA. Pl stop playing twitter twitter and resolve my issue which toy are legally bound to, to provide me appropeiate place to sleep.  https://twitter.com/EtihadHelp/status/1141812833757347845 …",Weekly Positive,4
176,sarveshupadhya2,"@EtihadHelp @EtihadAirways my booking ref no. is Q22LDA. my email id is srvshupadhyay@yahoo.co.in
I had booked the ticket through a travel agent whose email is is mentioned on yhe ticket which is sarvaswa@experttravels.co.in.  https://twitter.com/EtihadHelp/status/1141778743628828672 …",Weekly Positive,4
